Id,Area(total),Trooms,Nbedrooms,Nbwashrooms,Twashrooms,roof,Roof(Area),Lawn(Area),Nfloors,API,ANB,Expected price,Grade
2275,307,7,5,5,6,YES,100,106,4,85,4,3680,C
2276,333,6,3,2,4,NO,0,116,2,82,5,3912,D
2277,300,6,3,3,4,NO,0,117,2,98,2,3465,D
2278,343,8,6,5,7,NO,0,113,5,91,3,4069,B
2279,352,9,8,8,10,YES,77,88,5,58,2,4429,A
2280,319,5,2,1,3,NO,0,97,1,92,2,3011,D
2281,315,7,5,5,6,NO,0,104,5,98,2,3554,C
2282,341,8,5,4,5,NO,0,116,4,98,2,4536,C
2283,293,7,4,4,6,NO,0,107,5,95,2,3110,D
2284,334,7,6,5,7,NO,0,120,3,68,1,3699,C
2285,322,6,4,3,5,YES,119,73,3,88,3,3751,D
2286,359,9,6,6,7,YES,88,95,7,75,2,5107,A
2287,314,8,6,5,6,NO,0,120,4,71,6,4165,C
2288,323,5,4,4,5,YES,81,103,2,56,5,3052,D
2289,317,9,8,8,9,YES,101,112,5,64,6,4702,A
2290,292,8,5,5,6,YES,94,71,6,59,5,4258,C
2291,302,7,4,3,5,NO,0,93,3,85,3,3737,D
2292,309,5,3,2,3,YES,74,77,2,47,2,3099,D
2293,311,5,4,4,5,YES,115,117,2,88,5,3043,D
2294,303,8,5,4,5,NO,0,80,5,47,1,3710,D
2295,352,7,4,3,5,NO,0,71,3,59,1,3713,D
2296,346,6,4,3,5,NO,0,117,3,92,5,3837,D
2297,301,9,7,7,9,YES,110,101,7,100,5,3911,A
2298,316,6,4,4,6,NO,0,102,2,53,2,3060,D
2299,297,9,7,6,7,NO,0,104,5,51,5,3950,B
2300,346,6,5,4,6,NO,0,78,3,67,2,3697,D
2301,311,6,5,5,6,YES,80,110,3,62,6,3067,D
2302,331,7,5,5,6,NO,0,77,5,43,2,3864,D
2303,341,7,5,5,7,YES,78,89,4,55,3,3722,C
2304,317,9,6,5,6,YES,103,90,6,66,2,4106,B
2305,313,5,4,3,5,YES,105,71,3,45,5,3277,D
2306,327,9,8,7,8,YES,100,70,5,83,6,4098,A
2307,342,8,6,6,7,YES,79,105,4,99,1,4442,B
2308,347,6,3,3,5,YES,119,109,2,40,4,3793,D
2309,331,7,6,5,7,NO,0,111,3,86,1,3335,C
2310,322,6,4,4,5,NO,0,87,2,48,4,3478,D
2311,360,8,5,4,5,NO,0,76,4,85,2,4811,C
2312,301,5,2,1,2,NO,0,75,3,63,2,2883,E
2313,293,9,8,8,9,NO,0,73,6,88,3,4049,A
2314,347,7,4,3,5,NO,0,99,3,84,5,4207,D
2315,350,7,5,5,7,NO,0,115,5,94,4,3981,C
2316,304,5,4,3,5,YES,107,94,2,44,1,3009,D
2317,320,8,7,6,7,NO,0,103,5,99,6,4437,B
2318,299,5,2,1,3,YES,77,71,3,48,2,2955,E
2319,323,9,6,6,7,YES,88,105,6,46,5,4401,B
2320,341,7,6,6,7,YES,97,102,4,49,3,3475,C
2321,309,6,4,4,5,NO,0,99,4,81,4,2928,D
2322,338,8,7,7,9,NO,0,85,4,47,6,3931,B
2323,353,9,8,7,9,NO,0,81,7,45,1,4721,A
2324,355,6,4,4,5,NO,0,72,3,77,2,3174,D
2325,342,5,4,4,6,YES,90,98,3,40,1,2860,D
2326,360,8,7,6,8,NO,0,102,4,58,3,4610,B
2327,341,8,6,5,6,NO,0,93,4,96,4,4144,C
2328,301,9,8,8,10,NO,0,75,6,94,1,3795,A
2329,312,8,7,7,8,YES,82,100,6,93,2,3664,B
2330,299,9,6,5,6,YES,79,81,7,63,4,4303,B
2331,308,5,3,3,5,YES,80,84,2,95,1,3503,D
2332,291,5,4,3,5,NO,0,76,1,90,6,2791,D
2333,317,6,3,3,5,NO,0,72,2,72,3,3464,D
2334,300,7,4,4,6,NO,0,116,4,78,1,3245,D
2335,290,7,4,4,6,NO,0,84,5,99,1,3611,D
2336,329,6,4,3,5,NO,0,100,2,59,5,3054,D
2337,293,5,2,1,2,YES,72,72,3,51,4,3404,E
2338,330,9,8,8,9,YES,100,114,5,94,3,4024,A
2339,322,6,3,3,5,NO,0,105,2,51,3,3355,D
2340,290,5,3,2,3,YES,85,97,3,74,2,2755,D
2341,351,9,6,6,7,YES,107,72,7,68,6,4554,A
2342,317,5,3,2,4,NO,0,80,3,84,2,2979,D
2343,347,9,6,6,8,YES,70,92,6,81,5,4651,A
2344,332,5,3,3,4,NO,0,96,2,86,4,3465,D
2345,346,7,4,4,6,YES,92,104,3,99,1,4037,C
2346,318,5,2,2,3,YES,118,79,2,100,2,2784,D
2347,335,5,4,3,4,NO,0,80,3,53,3,2743,D
2348,310,6,4,3,5,YES,106,100,3,69,1,3340,D
2349,335,7,5,4,5,NO,0,119,3,86,4,3698,C
2350,318,5,2,2,3,YES,103,71,1,75,5,3003,D
2351,304,7,5,4,5,NO,0,99,3,46,3,3136,D
2352,329,6,4,3,4,NO,0,76,4,83,1,3642,D
2353,336,5,2,1,2,YES,111,112,3,73,2,3162,D
2354,358,9,8,8,9,NO,0,108,6,53,5,4639,A
2355,308,6,3,3,4,YES,101,104,2,54,3,3365,D
2356,308,9,6,5,6,YES,118,119,5,68,5,4112,B
2357,338,9,8,7,8,NO,0,106,6,86,1,4704,A
2358,328,5,4,3,4,NO,0,72,2,90,5,3107,D
2359,344,9,7,7,8,NO,0,96,7,67,2,4785,A
2360,358,9,8,7,8,YES,74,113,5,51,4,4781,A
2361,320,8,5,4,6,NO,0,77,4,51,1,3863,D
2362,342,8,6,5,7,NO,0,118,6,60,1,3992,B
2363,357,5,2,1,2,YES,110,116,2,70,6,2997,D
2364,304,8,5,5,7,YES,75,90,4,72,5,4141,C
2365,307,6,3,3,4,NO,0,119,2,44,4,3461,D
2366,307,7,4,3,4,YES,107,106,3,77,2,3284,D
2367,314,5,3,2,4,NO,0,115,3,99,2,3402,D
2368,352,9,7,6,8,YES,79,96,6,82,5,4465,A
2369,357,6,5,4,5,YES,80,94,2,93,1,3415,C
2370,356,7,4,3,5,NO,0,77,5,73,5,3992,C
2371,305,9,7,6,7,NO,0,110,5,95,4,4187,B
2372,343,9,6,6,8,NO,0,77,5,84,1,4580,B
2373,360,5,4,4,5,NO,0,104,1,70,1,3006,D
2374,339,7,4,3,4,YES,106,115,3,67,5,3539,C
2375,302,9,6,5,6,YES,83,99,5,75,6,4332,B
2376,311,8,7,6,8,NO,0,101,5,65,6,4214,B
2377,296,5,2,1,2,NO,0,88,3,51,4,2760,E
2378,331,7,6,5,7,NO,0,120,3,71,5,3326,C
2379,359,8,6,6,7,YES,76,80,4,95,5,4715,B
2380,338,8,5,5,7,YES,91,109,5,76,6,4633,B
2381,328,7,6,5,6,YES,116,100,3,82,4,3815,C
2382,349,6,3,3,5,NO,0,114,4,97,2,3695,D
2383,360,5,2,2,4,YES,116,105,2,91,4,3486,D
2384,301,9,8,8,10,NO,0,111,5,64,3,3796,A
2385,308,7,5,5,7,YES,91,87,4,52,6,3784,C
2386,360,7,6,6,7,NO,0,117,5,61,3,4353,C
2387,300,5,2,1,3,YES,99,97,2,47,4,2678,D
2388,344,6,5,5,6,YES,105,117,3,92,5,3460,C
2389,346,8,6,5,6,YES,100,85,5,77,2,4494,B
2390,334,8,6,6,7,YES,79,109,5,57,2,4060,B
2391,345,9,8,8,9,YES,119,94,6,100,2,5059,A
2392,314,8,7,7,8,YES,113,112,6,44,3,3819,B
2393,320,9,7,7,8,NO,0,102,5,91,5,4780,B
2394,324,9,7,6,7,YES,80,74,5,59,2,4172,B
2395,307,7,4,3,5,YES,104,82,3,94,5,3980,D
2396,306,5,2,2,4,YES,93,118,3,74,1,2839,D
2397,306,7,5,4,6,NO,0,85,3,93,3,3190,D
2398,341,7,5,5,7,YES,112,119,4,77,6,4263,C
2399,322,6,3,2,3,NO,0,73,2,85,5,3860,D
2400,324,5,3,2,3,YES,105,77,1,71,1,2765,D
2401,337,9,8,8,9,NO,0,118,6,83,1,4948,A
2402,316,6,4,3,4,NO,0,98,4,65,2,3748,D
2403,308,5,2,2,3,NO,0,113,2,94,6,3412,D
2404,360,7,6,5,6,NO,0,105,3,96,4,4427,C
2405,332,6,5,5,6,YES,86,106,2,90,4,3814,C
2406,319,7,5,4,6,NO,0,97,5,76,1,3441,D
2407,329,9,6,6,8,YES,83,120,5,71,1,4792,B
2408,354,7,6,6,8,NO,0,102,3,86,6,4265,C
2409,360,5,3,3,4,YES,70,118,3,84,4,2826,D
2410,319,6,4,3,4,YES,104,94,2,62,4,3571,D
2411,359,7,6,5,7,YES,81,101,3,76,6,3825,C
2412,357,8,6,5,6,NO,0,92,6,51,2,3984,C
2413,356,5,3,2,3,YES,95,82,1,86,4,2834,D
2414,351,7,6,5,6,NO,0,111,3,64,2,4025,C
2415,353,9,6,6,8,NO,0,77,6,76,6,4303,B
2416,310,9,6,5,6,YES,117,84,6,63,3,3942,B
2417,335,6,5,5,6,NO,0,106,2,84,6,3661,D
2418,292,8,5,5,7,NO,0,110,6,84,6,3852,C
2419,350,8,5,5,7,YES,86,102,6,64,5,3802,B
2420,293,9,6,6,8,YES,108,104,7,100,4,4007,A
2421,301,8,6,5,7,NO,0,112,5,83,3,4184,C
2422,316,8,6,6,8,YES,99,109,5,82,5,4242,B
2423,356,9,8,7,9,YES,79,103,7,42,5,5166,A
2424,326,5,3,3,5,YES,78,120,1,47,5,3289,D
2425,310,9,7,7,8,YES,70,86,7,73,4,4329,A
2426,356,7,4,3,5,YES,92,113,3,51,5,3668,C
2427,347,9,6,6,8,YES,98,88,6,65,1,4627,A
2428,346,5,2,2,3,NO,0,111,3,43,3,3700,D
2429,332,9,8,7,8,YES,103,110,5,85,5,4249,A
2430,290,8,5,5,6,YES,80,102,5,49,3,4114,C
2431,305,5,4,3,5,YES,95,84,1,76,2,3461,D
2432,332,8,6,6,7,YES,73,116,4,83,6,4044,B
2433,340,7,5,4,6,NO,0,93,4,51,2,3791,D
2434,310,6,3,3,5,NO,0,78,3,55,5,3562,D
2435,346,5,4,3,4,YES,97,106,3,91,2,3200,D
2436,356,9,7,7,8,NO,0,90,7,49,1,4517,A
2437,360,7,6,5,6,NO,0,88,3,56,1,3908,C
2438,356,6,5,4,5,NO,0,92,3,60,5,3897,D
2439,326,6,4,4,6,NO,0,120,4,43,1,3932,D
2440,302,6,3,2,3,YES,100,118,4,80,2,3502,D
2441,322,6,3,3,5,NO,0,102,3,40,6,3026,D
2442,349,8,6,6,8,YES,117,107,4,98,4,4749,B
2443,332,6,3,2,3,NO,0,71,3,63,3,3635,D
2444,348,7,4,4,6,YES,104,120,3,67,3,3615,C
2445,352,8,6,6,8,YES,86,89,5,61,3,4349,B
2446,312,9,8,7,9,NO,0,91,5,81,6,4729,A
2447,326,7,4,4,5,YES,91,81,4,59,3,3630,D
2448,315,7,4,3,5,YES,118,109,4,56,3,4061,D
2449,296,6,5,4,6,NO,0,100,4,57,3,2797,D
2450,295,8,5,5,7,YES,96,118,6,41,5,4306,C
2451,332,6,5,5,6,YES,110,82,4,88,4,3297,C
2452,338,5,3,3,4,YES,111,91,3,67,2,3299,D
2453,303,9,6,6,7,YES,112,105,5,60,5,4044,B
2454,349,5,4,3,4,NO,0,70,3,93,1,3653,D
2455,303,6,5,4,6,YES,96,96,2,69,5,3029,D
2456,298,8,7,6,7,YES,90,87,6,57,1,3520,B
2457,303,8,5,4,5,NO,0,75,4,52,2,3964,D
2458,359,6,5,4,6,YES,75,116,2,79,4,3250,C
2459,302,9,6,6,7,YES,96,92,6,98,3,3858,B
2460,333,8,6,6,8,YES,84,90,6,83,3,3900,B
2461,348,9,8,8,10,NO,0,88,6,81,4,4729,A
2462,332,5,2,2,4,NO,0,73,3,79,2,2749,D
2463,326,5,3,2,4,YES,79,120,3,48,1,3331,D
2464,318,6,3,3,4,YES,102,119,3,41,5,3025,D
2465,293,7,5,4,5,NO,0,79,3,87,4,4038,D
2466,330,9,8,7,8,YES,102,120,6,57,3,4014,A
2467,349,9,8,7,8,NO,0,73,6,53,1,5090,A
2468,319,7,6,5,7,NO,0,93,3,98,6,3373,C
2469,341,8,5,4,5,NO,0,83,6,94,3,4465,C
2470,344,5,2,1,2,YES,115,113,3,42,3,3661,D
2471,340,9,6,6,7,YES,113,74,5,41,6,4977,B
2472,291,6,4,4,5,NO,0,92,4,97,3,3433,D
2473,349,8,5,5,7,YES,105,114,4,56,4,4279,C
2474,297,8,6,6,8,NO,0,104,6,77,1,3804,C
2475,309,5,3,3,5,NO,0,109,1,80,2,3421,D
2476,349,7,6,6,7,NO,0,91,5,97,2,4007,C
2477,307,7,5,5,6,YES,78,120,5,100,4,3230,C
2478,343,6,3,2,4,NO,0,115,3,48,5,3697,D
2479,314,8,7,6,7,NO,0,108,6,77,4,4477,B
2480,330,6,3,2,4,YES,88,94,4,53,6,3830,D
2481,292,5,2,1,2,NO,0,104,1,96,6,3202,D
2482,315,9,8,7,8,YES,113,111,5,77,5,4328,A
2483,332,5,3,3,5,NO,0,81,1,60,1,3516,D
2484,320,7,4,3,4,NO,0,88,5,54,2,3243,D
2485,310,7,5,5,7,YES,95,87,4,51,2,3491,C
2486,317,7,6,6,7,YES,94,84,3,97,5,3910,C
2487,352,9,8,7,9,NO,0,98,6,93,2,4592,A
2488,358,8,6,5,6,NO,0,89,6,65,5,4280,B
2489,296,9,7,7,9,YES,110,106,6,50,4,3875,A
2490,319,8,7,7,9,YES,101,113,4,94,5,4471,B
2491,345,5,3,3,4,NO,0,70,1,87,4,3384,D
2492,344,9,7,7,8,NO,0,75,6,77,4,4848,A
2493,314,9,6,6,8,NO,0,77,6,56,4,3927,B
2494,340,5,4,3,4,NO,0,99,1,47,6,3281,D
2495,335,9,7,7,8,NO,0,103,6,83,2,4712,A
2496,296,6,3,2,3,NO,0,102,3,50,2,3108,E
2497,360,6,4,4,6,NO,0,82,4,55,4,4031,D
2498,351,5,3,2,4,NO,0,98,3,66,3,2948,D
2499,331,8,6,6,7,NO,0,101,5,46,5,4066,C
2500,347,5,3,3,5,NO,0,98,2,82,4,2820,D
2501,329,5,3,2,4,YES,73,108,3,80,6,3100,D
2502,315,7,5,4,5,YES,95,109,4,50,3,4008,C
2503,345,6,5,4,5,YES,98,112,2,90,4,3118,C
2504,322,8,7,6,7,NO,0,71,5,91,2,4505,B
2505,342,6,5,4,6,NO,0,104,3,92,1,3731,D
2506,291,9,7,7,9,YES,74,110,7,93,6,4040,A
2507,293,5,4,3,4,NO,0,75,3,43,6,3258,E
2508,334,5,3,2,4,YES,114,80,2,73,1,3020,D
2509,340,7,4,4,6,NO,0,97,4,91,3,3588,C
2510,323,9,6,5,7,YES,98,115,6,89,5,4200,B
2511,297,8,7,7,8,NO,0,89,5,80,2,3639,B
2512,290,8,7,6,8,YES,89,106,4,40,3,3998,C
2513,314,8,7,6,7,NO,0,77,6,42,1,4067,C
2514,300,6,5,5,6,NO,0,75,2,95,5,3033,D
2515,294,5,3,2,4,YES,71,120,3,61,2,3076,D
2516,312,9,8,7,9,NO,0,89,7,63,1,3943,A
2517,329,5,2,2,3,NO,0,78,3,45,1,3282,E
2518,293,9,6,5,6,YES,119,111,6,57,1,4536,B
2519,321,8,5,4,6,NO,0,93,5,94,5,4173,C
2520,291,5,4,4,5,NO,0,103,3,69,6,2538,D
2521,331,9,7,7,9,YES,74,105,5,45,2,4183,A
2522,337,9,6,5,7,YES,113,108,6,98,4,4443,A
2523,295,8,6,5,6,YES,87,100,5,70,4,3714,C
2524,353,8,7,7,8,NO,0,103,4,41,4,4682,B
2525,313,7,5,5,7,NO,0,95,4,41,5,3661,D
2526,341,9,8,8,10,NO,0,91,6,76,3,4357,A
2527,332,9,6,5,6,NO,0,72,6,53,1,4884,B
2528,359,6,3,2,4,NO,0,118,3,76,5,3716,D
2529,311,9,7,7,9,NO,0,100,5,99,5,4315,A
2530,356,8,7,6,8,YES,119,99,6,83,1,4209,A
2531,299,9,7,6,8,YES,93,102,7,51,6,4127,A
2532,312,9,8,8,10,NO,0,98,5,73,4,4405,A
2533,324,5,2,1,2,YES,120,89,3,66,4,2997,D
2534,351,9,6,5,6,YES,90,74,6,67,6,4972,B
2535,357,6,5,5,7,YES,96,84,3,58,1,3401,C
2536,346,9,7,7,8,YES,110,112,7,89,2,4609,A
2537,321,6,5,4,5,NO,0,92,3,69,1,2958,D
2538,303,6,5,4,6,YES,72,107,2,83,5,3670,D
2539,354,5,2,2,4,YES,116,114,1,67,6,2940,D
2540,343,6,5,4,5,YES,96,98,4,64,3,3163,C
2541,340,8,6,5,6,YES,104,99,5,78,5,4484,B
2542,307,7,5,5,6,YES,113,71,3,75,3,3315,C
2543,295,6,5,5,7,YES,73,92,3,52,6,3344,D
2544,341,7,5,5,6,YES,88,113,3,59,1,4174,C
2545,330,6,5,4,6,YES,115,77,3,95,2,3445,C
2546,347,9,8,7,8,NO,0,92,7,63,6,4868,A
2547,301,7,4,3,5,YES,93,93,5,65,6,3517,D
2548,334,6,3,3,4,YES,118,93,3,97,6,3488,C
2549,335,5,3,3,5,YES,102,108,1,70,3,3010,D
2550,359,9,6,5,6,YES,120,78,6,93,5,4413,A
2551,307,9,8,8,9,NO,0,108,6,93,1,3890,A
2552,359,8,5,5,7,YES,82,75,4,65,5,4768,C
2553,359,8,6,5,6,YES,106,74,6,95,2,4763,B
2554,328,7,4,3,5,YES,110,108,5,66,4,3965,C
2555,314,7,6,6,7,YES,114,104,5,40,3,4076,C
2556,312,7,5,5,7,YES,106,115,3,81,6,3440,C
2557,325,6,5,5,7,NO,0,88,3,99,5,3395,D
2558,301,8,5,5,6,YES,98,77,5,98,3,4208,C
2559,291,8,7,7,8,NO,0,106,6,100,5,3529,B
2560,330,8,5,4,6,YES,95,102,4,86,5,4237,C
2561,291,6,3,2,4,YES,107,94,2,76,1,3682,D
2562,314,6,4,4,5,NO,0,112,2,40,1,3432,D
2563,296,5,3,2,3,NO,0,98,1,58,4,2980,E
2564,296,7,5,5,6,YES,90,101,3,95,1,3134,C
2565,319,7,6,6,8,YES,75,110,3,50,5,3579,C
2566,297,8,5,5,6,YES,100,79,6,100,3,4046,C
2567,304,5,4,3,4,NO,0,70,2,100,1,2788,D
2568,300,8,7,6,8,YES,82,108,5,92,2,3837,B
2569,338,5,2,2,4,NO,0,98,1,86,3,3672,D
2570,357,5,3,3,4,YES,106,86,2,66,5,3771,D
2571,300,9,7,7,8,NO,0,109,5,66,5,3912,B
2572,309,5,4,4,6,YES,102,97,3,74,5,3265,D
2573,292,6,4,3,4,YES,105,72,3,64,4,3184,D
2574,338,6,4,3,5,YES,116,107,2,73,6,3179,D
2575,327,7,4,3,4,YES,76,104,4,81,3,3647,C
2576,343,6,5,4,6,NO,0,103,3,100,1,3196,D
2577,316,7,6,6,8,YES,71,83,4,79,5,3657,C
2578,321,7,6,6,7,YES,112,88,5,47,4,3878,C
2579,306,8,6,6,7,YES,73,101,4,70,1,3489,C
2580,335,6,3,3,4,NO,0,87,2,46,2,3424,D
2581,325,9,7,7,9,YES,106,71,5,67,2,4739,A
2582,325,9,6,6,8,YES,115,83,7,61,4,4516,A
2583,359,6,5,5,7,YES,72,109,2,75,3,3266,C
2584,325,7,4,4,6,NO,0,90,3,83,1,3457,D
2585,308,6,5,4,6,YES,74,71,4,82,4,2906,D
2586,326,6,5,5,7,NO,0,108,3,77,4,3727,D
2587,318,5,2,1,3,YES,79,117,2,58,1,2836,D
2588,300,9,7,7,8,NO,0,88,5,96,1,3965,B
2589,339,5,4,3,4,NO,0,92,1,48,4,2763,D
2590,300,9,6,6,7,NO,0,114,5,65,4,4241,B
2591,356,5,4,3,5,YES,78,82,2,98,4,2885,D
2592,335,6,4,3,5,NO,0,83,3,62,3,3354,D
2593,337,6,4,4,6,YES,90,112,4,63,3,3106,D
2594,310,6,3,3,4,YES,85,96,3,60,1,3674,D
2595,332,8,6,5,7,YES,110,117,6,86,5,4274,B
2596,344,9,6,6,7,YES,98,80,7,53,1,5050,A
2597,327,7,4,3,5,NO,0,85,4,89,6,3729,D
2598,349,7,5,4,6,NO,0,104,4,82,3,4268,C
2599,290,7,4,3,5,NO,0,89,4,44,3,3366,D
2600,316,5,4,3,5,YES,98,80,3,78,1,3225,D
2601,293,5,2,2,4,YES,107,110,1,63,6,2798,D
2602,349,6,5,4,6,NO,0,97,2,64,3,3944,D
2603,319,7,5,5,6,NO,0,106,3,63,5,3354,D
2604,342,6,5,5,6,YES,77,82,3,83,6,3176,C
2605,296,5,3,2,3,YES,118,114,2,74,5,3477,D
2606,309,9,6,5,6,YES,77,105,7,67,1,4716,B
2607,354,8,7,6,8,YES,91,78,4,47,2,4463,B
2608,346,7,4,3,5,YES,72,113,5,63,1,3852,C
2609,317,5,3,2,4,YES,118,116,1,58,4,3316,D
2610,307,8,7,6,8,YES,72,96,4,68,6,4361,B
2611,324,8,7,6,7,NO,0,86,4,69,5,4220,C
2612,313,6,4,3,4,NO,0,73,3,85,5,3687,D
2613,310,7,6,5,7,NO,0,92,4,62,3,3625,D
2614,295,9,7,7,9,NO,0,88,5,57,6,3793,B
2615,349,6,3,2,4,NO,0,109,2,79,2,3915,D
2616,320,6,5,4,6,YES,110,111,3,86,3,3810,C
2617,357,5,3,3,4,NO,0,103,2,47,6,2809,D
2618,308,5,3,3,4,NO,0,114,3,82,3,3084,D
2619,338,7,6,5,6,YES,84,104,4,68,1,3646,C
2620,354,6,4,4,6,YES,117,102,2,93,3,3939,C
2621,301,9,6,5,7,YES,106,113,5,91,5,4007,B
2622,323,8,7,6,7,NO,0,115,5,43,4,4447,C
2623,352,5,4,3,4,YES,91,118,2,99,1,3152,C
2624,325,8,6,6,7,YES,86,117,5,43,1,3808,B
2625,298,7,6,5,7,YES,110,119,4,70,1,3987,C
2626,321,9,8,8,9,NO,0,95,7,86,4,4022,A
2627,330,6,3,2,4,NO,0,76,2,87,1,3182,D
2628,305,9,6,5,7,YES,117,90,5,83,5,4509,B
2629,329,5,2,2,4,NO,0,120,3,47,4,3308,D
2630,324,6,3,3,5,YES,112,97,4,62,2,3444,D
2631,325,6,4,4,5,YES,98,105,4,55,5,3889,D
2632,325,5,3,2,4,NO,0,97,1,42,5,3083,E
2633,299,8,6,6,7,NO,0,97,5,73,1,3480,C
2634,312,6,5,4,5,NO,0,113,2,69,5,3575,D
2635,345,5,3,3,4,NO,0,109,1,77,2,3239,D
2636,330,8,6,6,7,NO,0,114,5,66,1,3870,C
2637,292,7,5,5,7,YES,120,110,5,93,5,3594,C
2638,339,6,5,4,5,NO,0,105,3,94,4,3637,D
2639,305,6,5,4,5,NO,0,119,4,44,5,3305,D
2640,353,5,2,2,3,YES,71,78,1,97,2,3512,D
2641,349,6,4,4,5,YES,96,109,2,84,3,3720,C
2642,326,8,7,6,7,NO,0,119,6,70,3,4093,B
2643,351,6,3,3,4,YES,99,114,3,59,1,4087,D
2644,358,6,4,3,5,YES,101,73,3,61,1,3365,D
2645,300,9,7,6,8,NO,0,77,5,73,3,3996,B
2646,343,9,6,5,7,YES,89,110,5,51,3,4870,B
2647,293,6,3,3,5,NO,0,109,2,63,5,3673,D
2648,340,7,4,3,5,NO,0,114,5,100,3,3866,C
2649,330,6,4,3,4,YES,114,98,3,75,4,3857,D
2650,331,6,4,4,5,NO,0,102,4,85,2,3817,D
2651,343,8,7,7,9,YES,96,98,4,70,2,4084,B
2652,326,7,5,4,6,NO,0,102,3,84,3,3866,D
2653,314,5,2,2,4,YES,109,105,3,50,3,3285,D
2654,306,8,6,5,6,YES,89,91,5,92,1,3647,C
2655,326,7,6,5,7,YES,120,77,3,42,2,3350,C
2656,293,5,3,3,5,YES,105,95,1,47,3,2793,D
2657,304,8,6,5,7,YES,108,84,6,88,6,4042,B
2658,345,5,3,3,5,YES,107,115,2,97,3,3690,D
2659,332,7,6,5,7,YES,90,90,3,74,4,3645,C
2660,307,9,6,6,7,YES,95,86,6,80,5,4610,B
2661,355,8,7,6,7,NO,0,114,6,43,6,4152,B
2662,309,5,3,3,4,YES,101,78,3,47,1,2870,D
2663,344,7,6,5,7,YES,103,106,4,95,4,3746,B
2664,358,6,5,5,7,YES,71,101,3,54,4,3921,C
2665,306,9,6,5,7,YES,97,103,6,42,5,4407,B
2666,328,9,7,6,7,YES,120,90,7,81,3,4738,A
2667,315,6,5,5,6,NO,0,79,2,75,3,3226,D
2668,338,8,6,5,6,NO,0,102,6,41,6,4207,C
2669,311,9,6,6,8,NO,0,100,7,69,4,4030,B
2670,291,6,3,2,4,NO,0,75,2,95,6,2998,D
2671,354,9,7,6,7,NO,0,119,6,47,6,4817,B
2672,325,8,5,4,5,NO,0,87,4,62,4,3752,C
2673,308,5,3,3,5,NO,0,113,1,74,1,2941,D
2674,327,7,5,4,5,YES,75,94,3,86,4,4069,C
2675,317,6,4,3,4,NO,0,107,3,86,5,3697,D
2676,322,7,6,5,6,YES,84,71,5,77,2,3840,C
2677,316,9,8,8,9,NO,0,114,7,55,1,4540,A
2678,340,8,6,5,6,NO,0,102,5,59,2,4311,C
2679,333,5,3,3,5,YES,109,100,1,83,3,2962,D
2680,318,8,5,4,5,YES,91,92,4,95,1,3860,C
2681,301,6,3,3,4,NO,0,107,4,53,2,2977,D
2682,347,6,4,3,5,NO,0,82,2,69,4,3172,D
2683,309,9,8,7,8,YES,97,70,5,97,4,4282,A
2684,337,8,7,6,8,NO,0,104,4,70,5,3979,B
2685,311,7,5,5,7,YES,90,83,3,56,2,3284,D
2686,313,5,4,3,5,NO,0,87,2,89,4,3201,D
2687,307,8,6,5,7,NO,0,119,4,44,5,4294,C
2688,337,7,4,3,4,YES,90,111,3,89,5,3473,C
2689,291,6,4,3,4,NO,0,76,4,89,2,3044,D
2690,350,5,4,4,6,NO,0,90,3,70,2,3204,D
2691,311,6,4,4,6,NO,0,73,2,69,1,2944,D
2692,340,5,2,2,4,NO,0,89,1,91,3,3658,D
2693,311,9,6,6,7,YES,111,89,5,53,4,3878,B
2694,293,6,5,5,6,NO,0,84,3,62,4,3463,D
2695,343,9,8,7,8,YES,76,84,7,88,3,4303,A
2696,329,9,7,7,8,NO,0,87,7,78,4,4945,A
2697,296,6,4,3,4,NO,0,120,3,69,6,3018,D
2698,349,9,8,8,9,NO,0,71,7,66,2,4556,A
2699,337,9,8,7,9,YES,84,77,7,42,2,4820,A
2700,359,6,3,3,5,NO,0,115,2,61,6,3725,D
2701,295,7,5,4,6,YES,115,70,5,77,5,3746,C
2702,359,6,4,4,6,NO,0,85,4,75,3,3304,D
2703,342,7,5,5,7,NO,0,100,3,71,4,3752,C
2704,293,6,4,3,5,YES,88,118,3,61,5,2828,D
2705,296,9,6,5,6,NO,0,98,7,44,3,4540,C
2706,342,5,4,4,5,YES,103,78,1,91,2,2859,D
2707,310,9,8,8,10,YES,87,117,6,72,2,3975,A
2708,335,6,5,5,6,NO,0,116,4,78,3,3066,D
2709,317,9,8,7,8,NO,0,109,6,62,4,4426,A
2710,351,5,3,2,4,NO,0,114,2,53,6,3121,D
2711,337,6,3,2,4,NO,0,113,3,55,2,3564,D
2712,323,9,8,7,8,NO,0,106,5,52,2,4646,B
2713,322,7,5,4,5,NO,0,81,5,75,1,3955,D
2714,337,5,2,2,4,YES,103,82,1,55,3,3374,D
2715,290,6,3,2,3,YES,79,100,2,71,6,3653,D
2716,335,5,4,4,6,YES,70,77,3,67,1,3442,D
2717,345,7,5,5,6,NO,0,107,4,56,5,3792,C
2718,303,8,5,5,7,YES,77,81,4,68,6,4295,C
2719,334,9,8,7,8,NO,0,107,6,78,5,4334,A
2720,355,9,8,7,8,NO,0,71,6,60,6,4653,A
2721,354,6,5,5,7,NO,0,95,2,78,2,3219,C
2722,333,7,6,6,7,NO,0,72,5,72,1,3997,C
2723,299,5,3,3,5,YES,111,86,3,91,6,2535,D
